Id;Score;Date
2743;No terminado;2019-05-14 17:25:18+02
2744;No terminado;2019-05-14 16:42:21+02
2857;No terminado;2019-05-14 16:40:44+02
2741;No terminado;2019-05-14 16:15:35+02
2857;No terminado;2019-05-14 15:51:03+02
2724;No terminado;2019-05-14 15:50:57+02
3008;No terminado;2019-05-14 15:40:23+02
2721;No terminado;2019-05-14 15:37:46+02
2722;No terminado;2019-05-14 15:37:45+02
2759;5;2019-05-14 15:37:30+02
2901;No terminado;2019-05-14 15:36:41+02
2859;10;2019-05-14 15:36:31+02
2729;No terminado;2019-05-14 15:36:10+02
2851;10;2019-05-14 15:35:48+02
3009;8;2019-05-14 15:35:04+02
2770;8;2019-05-14 15:34:36+02
2860;5.5;2019-05-14 15:34:18+02
2752;No terminado;2019-05-14 15:33:22+02
2735;No terminado;2019-05-14 15:21:12+02
2734;No terminado;2019-05-14 14:48:13+02
2734;No terminado;2019-05-14 14:45:41+02
2743;No terminado;2019-05-14 13:08:56+02
2743;No terminado;2019-05-14 13:08:35+02
2743;No terminado;2019-05-14 12:59:41+02
2859;9;2019-05-14 08:40:43+02
2751;7.5;2019-05-13 23:29:51+02
2770;8;2019-05-13 22:23:29+02
2770;No terminado;2019-05-13 22:00:00+02
2900;No terminado;2019-05-13 19:47:00+02
2900;6;2019-05-13 17:59:11+02
3008;No terminado;2019-05-13 17:08:58+02
3008;No terminado;2019-05-13 16:30:32+02
3008;No terminado;2019-05-13 16:30:28+02
2730;No terminado;2019-05-13 16:19:20+02
2743;No terminado;2019-05-13 13:01:27+02
2743;No terminado;2019-05-13 12:18:09+02
2743;No terminado;2019-05-13 12:15:51+02
2854;No terminado;2019-05-13 11:32:02+02
2;No terminado;2019-05-13 05:07:21+02
2856;No terminado;2019-05-12 23:32:32+02
2856;No terminado;2019-05-12 23:12:48+02
2854;No terminado;2019-05-12 20:13:21+02
2854;No terminado;2019-05-12 20:05:12+02
2821;No terminado;2019-05-12 18:27:33+02
2821;No terminado;2019-05-12 18:19:25+02
2821;No terminado;2019-05-12 18:11:18+02
2821;No terminado;2019-05-12 18:03:10+02
2821;No terminado;2019-05-12 17:55:03+02
2743;No terminado;2019-05-12 12:17:26+02
3009;No terminado;2019-05-12 11:43:35+02
3009;No terminado;2019-05-12 11:38:56+02
3009;No terminado;2019-05-12 11:36:36+02
3009;No terminado;2019-05-12 11:34:17+02
3009;No terminado;2019-05-12 11:31:57+02
3009;No terminado;2019-05-12 11:29:37+02
2743;No terminado;2019-05-12 10:48:35+02
2743;No terminado;2019-05-12 10:28:50+02
2900;No terminado;2019-05-12 10:27:06+02
2851;No terminado;2019-05-12 10:19:35+02
2854;No terminado;2019-05-11 21:55:18+02
2854;No terminado;2019-05-11 21:52:58+02
2854;No terminado;2019-05-11 21:50:38+02
2854;No terminado;2019-05-11 21:30:45+02
2730;No terminado;2019-05-11 21:23:43+02
2854;No terminado;2019-05-11 21:10:50+02
2730;No terminado;2019-05-11 21:03:48+02
2730;No terminado;2019-05-11 20:43:58+02
2854;No terminado;2019-05-11 20:31:12+02
2854;No terminado;2019-05-11 20:26:35+02
2730;No terminado;2019-05-11 20:24:13+02
2869;No terminado;2019-05-11 20:23:08+02
2854;No terminado;2019-05-11 20:06:46+02
2900;No terminado;2019-05-11 20:04:49+02
2730;No terminado;2019-05-11 20:04:23+02
2854;No terminado;2019-05-11 19:51:35+02
2854;No terminado;2019-05-11 19:47:19+02
2743;No terminado;2019-05-11 19:40:24+02
2854;No terminado;2019-05-11 19:31:38+02
2854;No terminado;2019-05-11 19:27:23+02
2854;No terminado;2019-05-11 19:23:25+02
2743;No terminado;2019-05-11 19:20:55+02
2900;No terminado;2019-05-11 19:20:23+02
2854;No terminado;2019-05-11 19:19:09+02
2854;No terminado;2019-05-11 19:18:43+02
2900;No terminado;2019-05-11 19:18:01+02
2854;No terminado;2019-05-11 19:15:09+02
2900;No terminado;2019-05-11 19:13:17+02
2854;No terminado;2019-05-11 19:13:05+02
2900;No terminado;2019-05-11 19:10:55+02
2854;No terminado;2019-05-11 19:10:53+02
2854;No terminado;2019-05-11 19:10:27+02
2743;No terminado;2019-05-11 19:08:40+02
2900;No terminado;2019-05-11 19:08:33+02
2854;No terminado;2019-05-11 19:06:54+02
2900;No terminado;2019-05-11 19:06:12+02
2854;No terminado;2019-05-11 19:04:51+02
2900;No terminado;2019-05-11 19:03:51+02
2851;No terminado;2019-05-11 19:03:17+02
2854;No terminado;2019-05-11 19:02:40+02
2900;No terminado;2019-05-11 19:01:30+02
2743;No terminado;2019-05-11 19:00:55+02
2900;No terminado;2019-05-11 18:59:10+02
2900;No terminado;2019-05-11 18:56:50+02
2851;No terminado;2019-05-11 18:55:07+02
2900;No terminado;2019-05-11 18:54:29+02
2900;No terminado;2019-05-11 18:52:10+02
2900;No terminado;2019-05-11 18:49:50+02
2900;No terminado;2019-05-11 18:47:29+02
2900;No terminado;2019-05-11 18:45:09+02
2900;No terminado;2019-05-11 18:42:49+02
2743;No terminado;2019-05-11 18:41:05+02
2900;No terminado;2019-05-11 18:40:28+02
2900;No terminado;2019-05-11 18:38:07+02
2900;No terminado;2019-05-11 18:37:15+02
2;No terminado;2019-05-11 18:24:38+02
2900;No terminado;2019-05-11 18:19:12+02
2900;No terminado;2019-05-11 18:14:26+02
2859;No terminado;2019-05-11 18:09:14+02
2;No terminado;2019-05-11 18:08:11+02
2757;No terminado;2019-05-11 18:05:25+02
2859;No terminado;2019-05-11 18:04:10+02
2900;No terminado;2019-05-11 18:00:05+02
2757;No terminado;2019-05-11 17:57:14+02
2743;No terminado;2019-05-11 17:54:49+02
2860;No terminado;2019-05-11 17:52:15+02
2743;No terminado;2019-05-11 17:50:52+02
2757;No terminado;2019-05-11 17:49:03+02
2757;No terminado;2019-05-11 17:41:59+02
2757;No terminado;2019-05-11 17:40:54+02
2743;No terminado;2019-05-11 17:11:36+02
2860;No terminado;2019-05-11 16:59:32+02
2736;No terminado;2019-05-11 15:09:21+02
2736;No terminado;2019-05-11 14:49:31+02
2736;No terminado;2019-05-11 14:29:42+02
2736;No terminado;2019-05-11 14:09:44+02
2860;No terminado;2019-05-11 14:03:10+02
2736;No terminado;2019-05-11 13:49:47+02
2736;No terminado;2019-05-11 13:29:44+02
2860;No terminado;2019-05-11 13:15:00+02
2860;No terminado;2019-05-11 13:06:51+02
2860;No terminado;2019-05-11 12:46:15+02
2860;No terminado;2019-05-11 12:42:51+02
2860;No terminado;2019-05-11 12:38:02+02
2751;6;2019-05-11 01:01:50+02
2751;1.5;2019-05-10 23:42:34+02
2869;No terminado;2019-05-10 18:19:42+02
2851;10;2019-05-10 17:15:10+02
2865;10;2019-05-10 16:46:23+02
2744;4.5;2019-05-10 16:38:38+02
2729;No terminado;2019-05-10 16:36:30+02
2866;9;2019-05-10 16:36:04+02
2901;No terminado;2019-05-10 16:35:17+02
2770;8;2019-05-10 16:34:06+02
2709;9.5;2019-05-10 16:33:16+02
2900;4;2019-05-10 14:44:00+02
2719;No terminado;2019-05-10 13:15:06+02
2719;No terminado;2019-05-10 13:15:02+02
2719;No terminado;2019-05-10 13:14:44+02
2719;No terminado;2019-05-10 13:12:36+02
2743;No terminado;2019-05-10 12:21:41+02
2770;7;2019-05-10 12:04:32+02
2770;No terminado;2019-05-10 12:03:53+02
2770;No terminado;2019-05-10 11:57:06+02
2853;6;2019-05-10 11:32:51+02
2866;8;2019-05-10 10:50:08+02
2757;5.5;2019-05-09 23:32:34+02
2851;No terminado;2019-05-09 20:48:31+02
2751;6.5;2019-05-09 19:45:16+02
2851;8;2019-05-09 18:29:18+02
2856;9.5;2019-05-09 16:27:17+02
2851;No terminado;2019-05-09 11:44:56+02
2730;5.5;2019-05-08 13:16:13+02
2730;No terminado;2019-05-08 13:06:23+02
2730;No terminado;2019-05-08 13:06:19+02
2870;10;2019-05-08 12:18:15+02
2870;9;2019-05-08 10:44:44+02
2859;9.5;2019-05-08 09:39:41+02
2869;6;2019-05-08 01:34:09+02
2851;No terminado;2019-05-07 22:12:54+02
2857;7;2019-05-07 18:44:10+02
2730;5.5;2019-05-07 16:36:38+02
2719;No terminado;2019-05-07 16:30:40+02
2730;No terminado;2019-05-07 16:04:07+02
2719;No terminado;2019-05-07 15:54:50+02
2870;No terminado;2019-05-07 12:33:19+02
2870;No terminado;2019-05-07 12:05:09+02
2870;No terminado;2019-05-07 12:03:07+02
2851;No terminado;2019-05-07 11:12:02+02
2751;5;2019-05-06 23:37:23+02
2851;2.5;2019-05-06 22:17:38+02
2853;No terminado;2019-05-06 21:47:24+02
2857;5;2019-05-06 17:56:51+02
2857;No terminado;2019-05-06 16:20:32+02
2865;8;2019-05-06 02:44:42+02
2757;4;2019-05-06 02:03:05+02
2757;No terminado;2019-05-06 01:56:57+02
2851;1;2019-05-05 20:45:25+02
2851;No terminado;2019-05-05 20:45:10+02
2851;No terminado;2019-05-05 20:45:08+02
2851;No terminado;2019-05-05 20:22:53+02
3009;8;2019-05-05 17:54:41+02
3009;No terminado;2019-05-05 17:51:46+02
3009;7.5;2019-05-05 13:49:40+02
3009;5.5;2019-05-05 12:31:03+02
3009;5;2019-05-05 10:38:58+02
3009;No terminado;2019-05-05 10:33:04+02
3009;No terminado;2019-05-05 10:29:20+02
3009;No terminado;2019-05-05 09:53:49+02
2851;0;2019-05-04 22:51:53+02
2851;No terminado;2019-05-04 22:47:04+02
2751;6.5;2019-05-04 22:40:17+02
2870;No terminado;2019-05-04 19:55:50+02
2869;No terminado;2019-05-04 19:03:27+02
2755;7;2019-05-04 13:14:05+02
2856;No terminado;2019-05-04 12:28:26+02
2869;No terminado;2019-05-04 04:51:18+02
2751;6;2019-05-04 00:44:16+02
2751;0;2019-05-04 00:29:57+02
2862;No terminado;2019-05-03 19:00:47+02
2869;No terminado;2019-05-03 17:51:28+02
2723;5.5;2019-05-03 17:09:16+02
2723;2.5;2019-05-03 14:22:02+02
2859;9.5;2019-05-03 12:47:34+02
2862;4.5;2019-05-03 12:01:58+02
2867;7;2019-05-03 10:50:56+02
2743;No terminado;2019-05-03 10:35:49+02
2751;5;2019-05-02 22:58:25+02
2867;No terminado;2019-05-02 19:28:34+02
2851;8;2019-05-02 16:01:47+02
2851;No terminado;2019-05-02 16:01:41+02
2851;0;2019-05-02 13:11:13+02
2851;8;2019-05-02 11:48:00+02
2851;2;2019-05-01 23:44:25+02
2870;No terminado;2019-05-01 17:51:49+02
2730;5.5;2019-05-01 17:42:12+02
2851;7.5;2019-05-01 15:39:48+02
2730;0;2019-05-01 13:41:24+02
2730;6;2019-05-01 12:06:05+02
2853;No terminado;2019-05-01 11:40:28+02
2870;7.5;2019-05-01 11:03:34+02
2851;6;2019-05-01 11:01:40+02
2870;No terminado;2019-05-01 10:58:45+02
2751;5;2019-05-01 00:33:12+02
2755;7;2019-04-30 12:18:16+02
2820;6;2019-04-29 20:34:04+02
2902;No terminado;2019-04-29 19:12:00+02
2820;No terminado;2019-04-29 15:27:06+02
2820;5.5;2019-04-29 13:09:16+02
2820;No terminado;2019-04-29 13:01:09+02
2738;No terminado;2019-04-29 12:14:35+02
2751;5;2019-04-29 00:10:30+02
2820;No terminado;2019-04-28 23:55:35+02
2751;5;2019-04-28 19:42:12+02
2709;9.5;2019-04-28 19:04:42+02
2709;No terminado;2019-04-28 18:54:29+02
2709;No terminado;2019-04-28 18:54:18+02
2709;No terminado;2019-04-28 18:51:49+02
2709;No terminado;2019-04-28 18:41:09+02
2859;8;2019-04-28 16:04:40+02
2851;No terminado;2019-04-27 23:02:10+02
2751;2.5;2019-04-27 22:58:26+02
2851;No terminado;2019-04-27 22:35:14+02
2900;No terminado;2019-04-27 21:02:26+02
2900;No terminado;2019-04-27 21:02:23+02
2900;No terminado;2019-04-27 21:02:19+02
2867;No terminado;2019-04-27 18:40:29+02
2733;8;2019-04-27 18:24:25+02
2851;2.5;2019-04-27 18:08:13+02
2851;No terminado;2019-04-27 17:54:36+02
2851;No terminado;2019-04-27 17:54:11+02
2851;No terminado;2019-04-27 17:54:03+02
2851;No terminado;2019-04-27 17:53:59+02
2867;6.5;2019-04-27 17:47:35+02
2867;No terminado;2019-04-27 17:37:08+02
2851;No terminado;2019-04-27 16:56:45+02
2851;No terminado;2019-04-27 16:56:23+02
2851;No terminado;2019-04-27 16:52:41+02
2723;5;2019-04-27 16:46:53+02
2867;No terminado;2019-04-26 18:12:07+02
2867;No terminado;2019-04-26 18:12:00+02
2738;No terminado;2019-04-26 17:33:08+02
2758;No terminado;2019-04-26 17:08:47+02
2869;5.5;2019-04-26 16:58:20+02
2724;5.5;2019-04-26 16:57:09+02
2729;No terminado;2019-04-26 16:51:57+02
2869;No terminado;2019-04-26 16:51:45+02
2869;No terminado;2019-04-26 16:50:33+02
2773;7.5;2019-04-26 16:45:17+02
2866;No terminado;2019-04-26 16:44:58+02
2902;No terminado;2019-04-26 16:43:55+02
2742;No terminado;2019-04-26 16:43:31+02
2752;No terminado;2019-04-26 16:42:00+02
2853;No terminado;2019-04-26 16:41:41+02
2741;6;2019-04-26 16:41:11+02
2736;No terminado;2019-04-26 16:41:08+02
2736;No terminado;2019-04-26 16:41:04+02
2851;6.5;2019-04-26 16:40:36+02
2860;No terminado;2019-04-26 16:40:24+02
2736;No terminado;2019-04-26 16:40:07+02
2744;No terminado;2019-04-26 16:39:27+02
2901;No terminado;2019-04-26 16:39:22+02
2743;No terminado;2019-04-26 16:39:14+02
2722;5;2019-04-26 16:39:13+02
2745;No terminado;2019-04-26 16:38:57+02
2730;No terminado;2019-04-26 16:38:55+02
2721;No terminado;2019-04-26 16:38:50+02
2859;8.5;2019-04-26 16:38:46+02
2723;No terminado;2019-04-26 16:38:44+02
2723;No terminado;2019-04-26 16:38:42+02
2723;No terminado;2019-04-26 16:38:40+02
2736;No terminado;2019-04-26 16:38:39+02
2723;No terminado;2019-04-26 16:38:37+02
2991;3;2019-04-26 16:38:36+02
2723;No terminado;2019-04-26 16:38:33+02
2864;No terminado;2019-04-26 16:38:26+02
2900;5.5;2019-04-26 16:38:23+02
2731;No terminado;2019-04-26 16:38:04+02
2730;No terminado;2019-04-26 16:37:59+02
2752;No terminado;2019-04-26 16:37:28+02
2759;2.5;2019-04-26 13:10:34+02
2867;6.5;2019-04-25 10:45:00+02
2730;No terminado;2019-04-23 11:08:14+02
2730;No terminado;2019-04-23 11:06:59+02
2730;5;2019-04-22 18:59:48+02
2820;No terminado;2019-04-22 13:59:08+02
2900;5.5;2019-04-21 18:01:53+02
2730;No terminado;2019-04-21 13:34:58+02
2859;No terminado;2019-04-21 13:22:08+02
2859;No terminado;2019-04-21 13:22:05+02
2859;No terminado;2019-04-21 13:22:03+02
2859;No terminado;2019-04-21 13:22:01+02
2859;No terminado;2019-04-21 13:21:56+02
2730;No terminado;2019-04-21 13:14:31+02
2867;No terminado;2019-04-21 12:11:22+02
2753;7.5;2019-04-20 19:10:00+02
2730;No terminado;2019-04-19 18:30:08+02
2730;No terminado;2019-04-19 17:32:25+02
2730;No terminado;2019-04-19 17:04:54+02
2730;No terminado;2019-04-19 11:11:02+02
2730;No terminado;2019-04-18 22:54:13+02
2730;No terminado;2019-04-18 22:51:52+02
2730;No terminado;2019-04-18 22:51:48+02
2996;No terminado;2019-04-18 13:21:41+02
2730;No terminado;2019-04-18 13:20:21+02
2759;No terminado;2019-04-17 15:02:56+02
2759;No terminado;2019-04-17 14:27:30+02
2870;No terminado;2019-04-16 20:01:36+02
2856;9;2019-04-16 00:11:33+02
2870;No terminado;2019-04-15 20:35:00+02
2870;4;2019-04-15 15:30:22+02
2753;5.5;2019-04-14 20:48:11+02
2862;4;2019-04-14 18:26:56+02
2723;3.5;2019-04-14 16:26:00+02
2723;2.5;2019-04-14 13:34:50+02
2723;No terminado;2019-04-14 12:55:07+02
2723;No terminado;2019-04-14 12:55:05+02
2723;No terminado;2019-04-14 12:54:44+02
2870;No terminado;2019-04-13 20:00:31+02
2864;No terminado;2019-04-13 18:42:41+02
2864;No terminado;2019-04-13 18:42:21+02
2864;No terminado;2019-04-13 18:42:19+02
2864;No terminado;2019-04-13 18:38:32+02
2864;No terminado;2019-04-13 18:38:28+02
2864;No terminado;2019-04-13 14:00:28+02
2864;No terminado;2019-04-13 13:59:46+02
2864;No terminado;2019-04-13 13:59:41+02
2864;No terminado;2019-04-13 13:52:50+02
2900;6;2019-04-13 12:28:45+02
2856;9;2019-04-12 19:27:38+02
2856;No terminado;2019-04-12 19:27:34+02
2856;No terminado;2019-04-12 19:27:32+02
2856;No terminado;2019-04-12 19:27:30+02
2856;No terminado;2019-04-12 19:27:25+02
2990;No terminado;2019-04-12 17:10:55+02
2902;No terminado;2019-04-12 17:06:17+02
2902;No terminado;2019-04-12 17:06:15+02
2902;No terminado;2019-04-12 17:06:10+02
2753;No terminado;2019-04-12 16:55:01+02
2859;8;2019-04-12 16:51:30+02
2752;No terminado;2019-04-12 16:51:19+02
2860;No terminado;2019-04-12 16:50:46+02
2864;5;2019-04-12 16:50:41+02
2856;8.5;2019-04-12 16:50:27+02
2853;No terminado;2019-04-12 16:49:38+02
2820;No terminado;2019-04-12 11:58:14+02
2859;5;2019-04-12 10:20:09+02
2737;No terminado;2019-04-11 11:27:11+02
2820;No terminado;2019-04-10 18:22:16+02
2751;2.5;2019-04-09 03:01:36+02
2851;No terminado;2019-04-08 10:31:18+02
2865;7;2019-04-08 04:10:15+02
2867;7.5;2019-04-07 16:42:44+02
2851;No terminado;2019-04-07 15:08:18+02
2851;No terminado;2019-04-07 14:48:36+02
2870;3.5;2019-04-06 18:49:09+02
2867;7.5;2019-04-06 17:31:50+02
2869;5;2019-04-06 17:09:16+02
2867;6.5;2019-04-06 16:57:44+02
2870;1;2019-04-06 15:47:46+02
2856;7.5;2019-04-06 15:09:49+02
2856;6.5;2019-04-06 13:34:17+02
2732;No terminado;2019-04-06 13:15:53+02
2869;No terminado;2019-04-05 23:12:28+02
2869;No terminado;2019-04-05 22:37:31+02
2859;No terminado;2019-04-05 22:29:49+02
2859;No terminado;2019-04-05 22:21:07+02
2867;No terminado;2019-04-05 19:14:25+02
2869;No terminado;2019-04-05 18:45:20+02
2869;No terminado;2019-04-05 17:50:53+02
2869;No terminado;2019-04-05 17:34:00+02
2758;No terminado;2019-04-05 17:19:41+02
2724;No terminado;2019-04-05 17:15:56+02
2733;7.5;2019-04-05 16:59:19+02
2733;No terminado;2019-04-05 16:58:20+02
2741;No terminado;2019-04-05 16:56:52+02
2740;No terminado;2019-04-05 16:47:20+02
2729;No terminado;2019-04-05 16:41:24+02
2733;No terminado;2019-04-05 16:38:03+02
2901;No terminado;2019-04-05 16:36:24+02
2770;6;2019-04-05 16:36:10+02
2745;No terminado;2019-04-05 16:35:26+02
2746;No terminado;2019-04-05 14:30:14+02
2746;No terminado;2019-04-05 14:30:12+02
2746;No terminado;2019-04-05 14:30:08+02
2851;No terminado;2019-04-05 13:51:59+02
2851;No terminado;2019-04-05 12:54:38+02
2851;No terminado;2019-04-05 12:41:20+02
2867;7;2019-04-05 11:48:32+02
2867;No terminado;2019-04-05 11:47:47+02
2723;No terminado;2019-04-05 11:32:15+02
2719;No terminado;2019-04-04 11:37:18+02
2867;7;2019-04-03 19:11:59+02
2867;No terminado;2019-04-03 19:11:51+02
2867;No terminado;2019-04-03 09:34:05+02
2870;No terminado;2019-04-02 11:57:56+02
2853;No terminado;2019-04-01 21:34:52+02
2869;5;2019-03-31 18:11:54+02
2900;No terminado;2019-03-29 20:02:05+01
2869;2.5;2019-03-29 19:36:54+01
2869;No terminado;2019-03-29 18:30:43+01
2864;No terminado;2019-03-29 18:02:02+01
2996;No terminado;2019-03-29 17:21:39+01
2997;No terminado;2019-03-29 17:19:33+01
2997;No terminado;2019-03-29 17:09:09+01
2738;No terminado;2019-03-29 16:55:19+01
2863;5;2019-03-29 16:54:34+01
2856;5.5;2019-03-29 16:54:32+01
2773;7.5;2019-03-29 16:53:17+01
2871;3;2019-03-29 16:51:08+01
2773;0;2019-03-29 16:49:57+01
2773;No terminado;2019-03-29 16:49:25+01
2902;3.5;2019-03-29 16:47:59+01
2852;No terminado;2019-03-29 16:47:04+01
2852;No terminado;2019-03-29 16:47:00+01
2994;3.5;2019-03-29 16:46:21+01
2991;3.5;2019-03-29 16:45:36+01
2995;3;2019-03-29 16:45:34+01
2862;5;2019-03-29 16:44:48+01
2868;5;2019-03-29 16:44:44+01
2773;No terminado;2019-03-29 16:44:11+01
2851;6;2019-03-29 16:43:28+01
2821;5;2019-03-29 16:43:25+01
2900;5;2019-03-29 16:43:21+01
2866;7.5;2019-03-29 16:43:15+01
2865;7.5;2019-03-29 16:43:07+01
2872;No terminado;2019-03-29 16:41:25+01
2853;No terminado;2019-03-29 16:41:13+01
2864;No terminado;2019-03-29 16:40:24+01
2859;No terminado;2019-03-29 16:40:21+01
2864;No terminado;2019-03-29 16:40:19+01
2860;No terminado;2019-03-29 16:39:46+01
2859;No terminado;2019-03-29 16:37:10+01
2851;No terminado;2019-03-29 11:34:41+01
2866;5.5;2019-03-29 10:56:56+01
2859;7;2019-03-29 08:50:43+01
2859;No terminado;2019-03-29 08:50:27+01
2859;No terminado;2019-03-29 08:50:25+01
2859;No terminado;2019-03-28 22:46:53+01
2865;7.5;2019-03-28 10:49:37+01
2751;2.5;2019-03-28 10:37:11+01
2867;6;2019-03-28 09:43:41+01
2851;2.5;2019-03-27 22:21:36+01
2751;2.5;2019-03-26 15:04:41+01
2867;5.5;2019-03-26 11:17:04+01
2751;No terminado;2019-03-25 13:29:45+01
2867;4.5;2019-03-25 10:12:01+01
2867;No terminado;2019-03-25 08:54:47+01
2867;No terminado;2019-03-25 08:54:43+01
2751;3;2019-03-24 23:15:11+01
2751;1.5;2019-03-24 20:08:15+01
2867;No terminado;2019-03-24 19:47:29+01
2867;No terminado;2019-03-24 17:56:12+01
2867;No terminado;2019-03-24 17:03:19+01
2851;1;2019-03-24 16:53:36+01
2867;No terminado;2019-03-24 12:56:37+01
2867;No terminado;2019-03-24 12:54:26+01
2867;5;2019-03-24 11:58:45+01
2722;No terminado;2019-03-23 21:33:34+01
2867;No terminado;2019-03-23 19:36:54+01
2722;3;2019-03-23 18:42:46+01
2867;4.5;2019-03-23 16:54:58+01
2860;3.5;2019-03-23 14:38:22+01
2735;No terminado;2019-03-22 17:24:49+01
2742;No terminado;2019-03-22 16:59:23+01
2745;No terminado;2019-03-22 16:49:26+01
2737;No terminado;2019-03-22 16:46:16+01
2759;4;2019-03-22 16:46:10+01
2732;No terminado;2019-03-22 16:45:34+01
2757;3;2019-03-22 16:43:15+01
2752;No terminado;2019-03-22 16:43:00+01
2727;3.5;2019-03-22 16:42:02+01
2744;No terminado;2019-03-22 16:40:53+01
2730;No terminado;2019-03-22 16:39:25+01
2730;No terminado;2019-03-22 16:39:21+01
2740;No terminado;2019-03-22 16:38:58+01
2901;5.5;2019-03-22 16:38:51+01
2733;6.5;2019-03-22 16:38:47+01
2721;No terminado;2019-03-22 16:38:40+01
2900;No terminado;2019-03-22 16:38:38+01
2719;5;2019-03-22 16:38:36+01
2709;8.5;2019-03-22 16:37:53+01
2709;No terminado;2019-03-22 16:37:13+01
2722;No terminado;2019-03-22 16:37:13+01
2741;No terminado;2019-03-22 16:37:03+01
2723;No terminado;2019-03-22 16:37:01+01
2755;No terminado;2019-03-22 16:36:16+01
2865;6.5;2019-03-22 16:34:32+01
2754;No terminado;2019-03-22 16:33:55+01
2735;3.5;2019-03-22 16:33:41+01
2724;5.5;2019-03-22 16:33:41+01
2734;5;2019-03-22 16:32:06+01
2856;No terminado;2019-03-19 12:38:36+01
2856;No terminado;2019-03-19 12:35:04+01
2820;No terminado;2019-03-19 12:20:02+01
2820;No terminado;2019-03-18 11:43:24+01
2853;No terminado;2019-03-17 19:52:54+01
2853;1;2019-03-17 19:36:28+01
2870;No terminado;2019-03-17 15:49:18+01
2870;No terminado;2019-03-17 15:49:13+01
2870;No terminado;2019-03-17 13:23:28+01
2870;No terminado;2019-03-17 13:23:23+01
2870;No terminado;2019-03-17 13:14:53+01
2709;8.5;2019-03-16 11:53:29+01
2709;No terminado;2019-03-16 11:32:03+01
2861;No terminado;2019-03-15 17:41:24+01
2871;No terminado;2019-03-15 17:36:31+01
2991;No terminado;2019-03-15 17:36:12+01
2871;No terminado;2019-03-15 17:29:04+01
2872;No terminado;2019-03-15 17:28:50+01
2821;No terminado;2019-03-15 17:27:05+01
2990;No terminado;2019-03-15 17:27:05+01
2856;5;2019-03-15 17:25:32+01
2770;5;2019-03-15 17:23:07+01
2851;5;2019-03-15 17:22:05+01
2866;5;2019-03-15 17:21:43+01
2773;5;2019-03-15 17:20:46+01
2865;5;2019-03-15 17:19:53+01
2859;No terminado;2019-03-15 17:19:09+01
2867;5;2019-03-15 17:18:50+01
2867;No terminado;2019-03-15 17:18:47+01
2867;No terminado;2019-03-15 17:18:45+01
2867;No terminado;2019-03-15 17:18:41+01
2860;No terminado;2019-03-15 17:18:28+01
2867;No terminado;2019-03-15 17:17:46+01
2853;No terminado;2019-03-15 17:17:02+01
2867;No terminado;2019-03-15 12:06:07+01
2867;No terminado;2019-03-15 10:52:32+01
2722;No terminado;2019-03-09 19:58:39+01
2724;No terminado;2019-03-08 18:14:42+01
2902;No terminado;2019-03-08 17:29:12+01
2735;5;2019-03-08 17:16:30+01
2735;No terminado;2019-03-08 17:12:51+01
2735;No terminado;2019-03-08 17:12:40+01
2735;No terminado;2019-03-08 17:10:26+01
2734;3.5;2019-03-08 17:09:57+01
2902;No terminado;2019-03-08 16:54:21+01
2902;No terminado;2019-03-08 16:54:18+01
2901;5;2019-03-08 16:52:14+01
2901;No terminado;2019-03-08 16:51:14+01
2746;No terminado;2019-03-08 16:48:52+01
2900;3.5;2019-03-08 16:47:11+01
2873;5;2019-03-08 16:45:57+01
2752;No terminado;2019-03-08 16:44:07+01
2744;4;2019-03-08 16:43:38+01
2741;No terminado;2019-03-08 16:43:32+01
2737;5;2019-03-08 16:41:45+01
2747;No terminado;2019-03-08 16:41:42+01
2720;No terminado;2019-03-08 16:41:33+01
2745;No terminado;2019-03-08 16:38:22+01
2724;5;2019-03-08 16:37:06+01
2723;No terminado;2019-03-08 16:36:30+01
2723;No terminado;2019-03-08 16:36:28+01
2723;No terminado;2019-03-08 16:36:26+01
2733;5.5;2019-03-08 16:36:21+01
2723;No terminado;2019-03-08 16:36:21+01
2721;No terminado;2019-03-08 16:35:58+01
2722;3.5;2019-03-08 16:35:42+01
2734;No terminado;2019-03-08 16:30:38+01
2735;No terminado;2019-03-08 16:27:13+01
2737;No terminado;2019-03-07 11:43:51+01
2737;No terminado;2019-03-07 11:37:18+01
2719;No terminado;2019-03-06 22:44:30+01
2854;5;2019-03-04 21:06:41+01
2854;No terminado;2019-03-04 21:02:26+01
2854;No terminado;2019-03-04 11:03:31+01
2854;No terminado;2019-03-04 10:47:14+01
2854;5;2019-03-04 10:03:02+01
2854;No terminado;2019-03-04 09:54:50+01
2854;No terminado;2019-03-04 09:51:31+01
2854;No terminado;2019-03-03 17:54:48+01
2854;No terminado;2019-03-03 17:39:54+01
2853;No terminado;2019-03-03 10:25:31+01
2853;No terminado;2019-03-03 10:25:26+01
2853;No terminado;2019-03-03 10:25:04+01
2854;No terminado;2019-03-02 18:12:57+01
2854;No terminado;2019-03-02 18:02:50+01
2854;No terminado;2019-03-02 18:02:46+01
2854;No terminado;2019-03-02 18:02:24+01
2854;No terminado;2019-03-02 17:57:56+01
2854;4.5;2019-03-02 15:07:28+01
2867;No terminado;2019-03-01 17:48:16+01
2857;3;2019-03-01 17:12:10+01
2857;No terminado;2019-03-01 17:11:42+01
2873;3;2019-03-01 17:03:40+01
2873;No terminado;2019-03-01 17:03:35+01
