Id;Score;Date
3252;2.5;2020-02-22 21:52:02+01
3184;5;2020-02-22 20:21:02+01
3210;3;2020-02-22 18:38:01+01
3210;No terminado;2020-02-22 18:28:27+01
3225;5;2020-02-22 18:15:51+01
3199;5;2020-02-22 09:47:02+01
3182;No terminado;2020-02-21 17:15:21+01
3187;0;2020-02-21 17:13:41+01
3182;No terminado;2020-02-21 17:11:16+01
3186;0;2020-02-21 17:11:07+01
3186;No terminado;2020-02-21 17:06:28+01
3204;No terminado;2020-02-21 17:05:12+01
3209;No terminado;2020-02-21 16:57:06+01
3200;No terminado;2020-02-21 16:56:56+01
3209;No terminado;2020-02-21 16:56:25+01
3185;No terminado;2020-02-21 16:52:42+01
3201;No terminado;2020-02-21 16:49:23+01
3179;5;2020-02-21 16:41:41+01
3184;5;2020-02-21 16:41:06+01
3254;No terminado;2020-02-21 16:28:30+01
3212;5;2020-02-21 16:27:11+01
3189;No terminado;2020-02-21 16:16:03+01
3215;No terminado;2020-02-21 16:13:09+01
3221;No terminado;2020-02-21 16:11:30+01
3209;No terminado;2020-02-21 16:08:03+01
3198;No terminado;2020-02-21 16:06:37+01
3195;No terminado;2020-02-21 16:04:49+01
3179;5;2020-02-21 16:04:17+01
3189;No terminado;2020-02-21 16:02:49+01
3189;No terminado;2020-02-21 16:02:29+01
3189;No terminado;2020-02-21 16:01:51+01
3197;No terminado;2020-02-21 16:00:59+01
3201;No terminado;2020-02-21 16:00:44+01
3204;5;2020-02-21 16:00:12+01
3254;No terminado;2020-02-21 16:00:01+01
3200;5;2020-02-21 15:59:57+01
3187;5;2020-02-21 15:59:57+01
3185;5;2020-02-21 15:59:36+01
3207;No terminado;2020-02-21 15:59:10+01
3176;5;2020-02-21 15:58:15+01
3192;No terminado;2020-02-21 15:58:14+01
3192;No terminado;2020-02-21 15:58:12+01
3176;No terminado;2020-02-21 15:58:10+01
3192;No terminado;2020-02-21 15:58:09+01
3202;No terminado;2020-02-21 15:58:08+01
3192;No terminado;2020-02-21 15:58:07+01
3192;No terminado;2020-02-21 15:58:05+01
3211;5;2020-02-21 15:58:05+01
3192;No terminado;2020-02-21 15:58:02+01
3192;No terminado;2020-02-21 15:58:00+01
3192;No terminado;2020-02-21 15:57:56+01
3210;No terminado;2020-02-21 15:57:48+01
3196;5;2020-02-21 15:57:21+01
3182;No terminado;2020-02-21 15:56:44+01
3199;No terminado;2020-02-21 15:56:19+01
3193;No terminado;2020-02-21 15:56:08+01
3212;No terminado;2020-02-21 15:56:04+01
3184;No terminado;2020-02-21 15:55:47+01
3186;5;2020-02-21 15:55:17+01
3183;No terminado;2020-02-21 15:55:12+01
3179;5;2020-02-21 12:03:42+01
3202;No terminado;2020-02-21 11:19:02+01
3179;5;2020-02-20 12:53:57+01
3179;No terminado;2020-02-20 12:53:53+01
3179;5;2020-02-20 10:12:56+01
3179;5;2020-02-18 09:57:29+01
3200;5;2020-02-17 11:06:11+01
3179;4.5;2020-02-16 21:49:09+01
3202;No terminado;2020-02-16 19:21:37+01
3198;No terminado;2020-02-16 19:05:50+01
3262;4;2020-02-16 14:00:47+01
3188;5;2020-02-15 12:11:38+01
3206;No terminado;2020-02-15 11:01:44+01
3253;5;2020-02-14 20:46:44+01
3247;No terminado;2020-02-14 18:18:48+01
3210;3;2020-02-14 18:02:03+01
3240;No terminado;2020-02-14 17:47:58+01
3175;No terminado;2020-02-14 16:55:33+01
3234;1.5;2020-02-14 16:29:20+01
3262;No terminado;2020-02-14 16:28:52+01
3261;No terminado;2020-02-14 16:24:38+01
3260;3;2020-02-14 16:22:36+01
3257;5;2020-02-14 16:21:50+01
3245;4.5;2020-02-14 16:21:17+01
3252;3.5;2020-02-14 16:19:35+01
3254;2.5;2020-02-14 16:19:35+01
3256;2.5;2020-02-14 16:18:56+01
3259;3;2020-02-14 16:18:52+01
3253;No terminado;2020-02-14 16:18:39+01
3246;4;2020-02-14 16:16:17+01
3250;2;2020-02-14 16:16:15+01
3250;No terminado;2020-02-14 16:16:13+01
3250;No terminado;2020-02-14 16:16:09+01
3249;3;2020-02-14 16:15:58+01
3251;4;2020-02-14 16:15:43+01
3253;No terminado;2020-02-14 16:14:49+01
3247;No terminado;2020-02-14 16:14:09+01
3243;3.5;2020-02-14 16:14:08+01
3236;4.5;2020-02-14 16:13:43+01
3240;3;2020-02-14 16:13:41+01
3248;3.5;2020-02-14 16:13:37+01
3241;5;2020-02-14 16:13:34+01
3255;2;2020-02-14 16:13:18+01
3231;5;2020-02-14 16:13:14+01
3232;5;2020-02-14 16:13:07+01
3224;4.5;2020-02-14 16:12:54+01
3242;2.5;2020-02-14 16:12:29+01
3231;No terminado;2020-02-14 16:12:26+01
3238;3.5;2020-02-14 16:12:03+01
3239;4;2020-02-14 16:12:00+01
3233;5;2020-02-14 16:11:53+01
3231;No terminado;2020-02-14 16:11:31+01
3234;No terminado;2020-02-14 16:10:52+01
3234;No terminado;2020-02-14 16:10:48+01
3235;4.5;2020-02-14 16:10:11+01
3226;5;2020-02-14 16:10:00+01
3230;3;2020-02-14 16:09:51+01
3229;5;2020-02-14 16:09:47+01
3225;5;2020-02-14 16:08:56+01
3228;4.5;2020-02-14 16:08:54+01
3175;No terminado;2020-02-14 16:08:48+01
3223;5;2020-02-14 16:07:40+01
3224;No terminado;2020-02-14 10:06:27+01
3179;5;2020-02-13 09:27:54+01
3223;No terminado;2020-02-12 10:50:55+01
3179;5;2020-02-10 12:17:45+01
3210;No terminado;2020-02-09 17:25:40+01
3179;5;2020-02-09 17:14:34+01
3179;5;2020-02-08 18:02:06+01
3210;No terminado;2020-02-08 14:58:11+01
3188;4;2020-02-08 13:19:11+01
3176;5;2020-02-08 12:17:35+01
3183;No terminado;2020-02-07 17:43:47+01
3190;No terminado;2020-02-07 17:24:31+01
3188;No terminado;2020-02-07 17:14:11+01
3220;No terminado;2020-02-07 17:03:13+01
3220;No terminado;2020-02-07 17:03:09+01
3219;No terminado;2020-02-07 17:01:05+01
3219;No terminado;2020-02-07 17:01:00+01
3214;No terminado;2020-02-07 16:56:06+01
3214;No terminado;2020-02-07 16:56:01+01
3218;No terminado;2020-02-07 16:55:30+01
3218;No terminado;2020-02-07 16:55:26+01
3215;No terminado;2020-02-07 16:54:38+01
3217;No terminado;2020-02-07 16:54:33+01
3216;No terminado;2020-02-07 16:54:31+01
3212;3.5;2020-02-07 16:44:40+01
3211;No terminado;2020-02-07 16:36:43+01
3210;No terminado;2020-02-07 16:33:43+01
3207;No terminado;2020-02-07 16:27:00+01
3207;No terminado;2020-02-07 16:26:17+01
3207;No terminado;2020-02-07 16:26:04+01
3207;No terminado;2020-02-07 16:26:00+01
3209;No terminado;2020-02-07 16:25:18+01
3185;2.5;2020-02-07 16:22:57+01
3197;No terminado;2020-02-07 16:22:48+01
3176;No terminado;2020-02-07 16:22:30+01
3176;No terminado;2020-02-07 16:22:27+01
3176;No terminado;2020-02-07 16:22:25+01
3176;No terminado;2020-02-07 16:22:23+01
3176;No terminado;2020-02-07 16:22:21+01
3176;No terminado;2020-02-07 16:22:19+01
3176;No terminado;2020-02-07 16:22:16+01
3187;3.5;2020-02-07 16:22:12+01
3176;No terminado;2020-02-07 16:22:12+01
3207;No terminado;2020-02-07 16:22:11+01
3200;4.5;2020-02-07 16:22:08+01
3206;No terminado;2020-02-07 16:21:44+01
3202;No terminado;2020-02-07 16:21:17+01
3185;No terminado;2020-02-07 16:21:08+01
3201;5;2020-02-07 16:20:59+01
3179;4.5;2020-02-07 16:20:58+01
3194;2.5;2020-02-07 16:20:49+01
3193;No terminado;2020-02-07 16:20:45+01
3191;2.5;2020-02-07 16:20:40+01
3199;No terminado;2020-02-07 16:20:40+01
3204;5;2020-02-07 16:20:36+01
3191;No terminado;2020-02-07 16:20:35+01
3190;2.5;2020-02-07 16:20:28+01
3198;No terminado;2020-02-07 16:20:25+01
3190;No terminado;2020-02-07 16:20:20+01
3196;No terminado;2020-02-07 16:20:12+01
3192;No terminado;2020-02-07 16:20:11+01
3203;No terminado;2020-02-07 16:19:51+01
3195;No terminado;2020-02-07 16:19:41+01
3190;No terminado;2020-02-07 16:19:37+01
3185;No terminado;2020-02-07 16:19:24+01
3190;No terminado;2020-02-07 16:19:23+01
3182;3.5;2020-02-07 16:18:59+01
3186;4.5;2020-02-07 16:17:51+01
3184;4;2020-02-07 16:17:45+01
3188;2.5;2020-02-07 16:16:59+01
3183;5;2020-02-07 16:16:35+01
3189;No terminado;2020-02-07 16:16:33+01
2;No terminado;2020-02-07 14:49:40+01
3021;9;2019-05-21 20:10:52+02
2865;5.5;2019-05-21 15:35:20+02
2851;9;2019-05-21 15:33:15+02
2821;6;2019-05-21 13:38:42+02
2736;5.5;2019-05-21 13:37:20+02
2851;10;2019-05-21 13:12:08+02
2770;8;2019-05-21 13:05:31+02
2861;No terminado;2019-05-21 12:38:10+02
2994;7;2019-05-21 12:34:35+02
2743;9.5;2019-05-21 12:28:06+02
2851;9.5;2019-05-21 12:25:21+02
2859;10;2019-05-21 12:23:53+02
2856;9;2019-05-21 12:23:21+02
2856;No terminado;2019-05-21 12:23:16+02
3021;4.5;2019-05-21 12:21:30+02
2856;No terminado;2019-05-21 12:21:19+02
2736;No terminado;2019-05-21 12:20:36+02
2997;8;2019-05-21 12:19:53+02
2709;10;2019-05-21 12:17:38+02
3008;8;2019-05-21 12:17:26+02
2862;9.5;2019-05-21 12:15:03+02
2867;7.5;2019-05-21 12:04:02+02
2868;No terminado;2019-05-21 12:01:30+02
2751;9;2019-05-21 11:57:42+02
2729;No terminado;2019-05-21 11:47:34+02
2901;8.5;2019-05-21 11:40:31+02
2856;9.5;2019-05-21 11:39:00+02
2994;7.5;2019-05-21 11:38:25+02
2863;8;2019-05-21 11:31:19+02
2868;9;2019-05-21 11:30:59+02
2902;7;2019-05-21 11:26:18+02
2723;9;2019-05-21 11:25:52+02
2850;7.5;2019-05-21 11:25:45+02
2759;8;2019-05-21 11:25:07+02
2850;No terminado;2019-05-21 11:22:54+02
2902;No terminado;2019-05-21 11:21:05+02
2722;7.5;2019-05-21 11:17:19+02
2866;9;2019-05-21 11:15:43+02
2991;5;2019-05-21 11:09:37+02
2743;6;2019-05-21 11:08:13+02
2868;No terminado;2019-05-21 11:06:37+02
2734;7.5;2019-05-21 11:05:40+02
2995;8.5;2019-05-21 10:53:46+02
3008;7;2019-05-21 10:47:32+02
2731;8.5;2019-05-21 10:47:08+02
2709;No terminado;2019-05-21 10:44:37+02
2731;No terminado;2019-05-21 10:40:35+02
2863;8;2019-05-21 10:30:05+02
2900;9;2019-05-21 10:29:59+02
2870;10;2019-05-21 10:26:13+02
2722;8;2019-05-21 10:23:45+02
2868;8.5;2019-05-21 10:22:06+02
2850;No terminado;2019-05-21 10:16:35+02
2866;10;2019-05-21 10:09:13+02
2860;7.5;2019-05-21 10:03:20+02
3008;8;2019-05-21 10:01:59+02
3009;9.5;2019-05-21 09:43:50+02
2853;No terminado;2019-05-21 09:42:50+02
2900;9;2019-05-21 09:41:48+02
2870;9.5;2019-05-21 09:39:37+02
2991;5;2019-05-21 09:27:34+02
2862;9;2019-05-21 09:24:41+02
2745;No terminado;2019-05-21 09:07:16+02
2853;9.5;2019-05-21 09:04:49+02
2743;7.5;2019-05-21 08:58:54+02
2870;9.5;2019-05-21 08:46:54+02
2730;10;2019-05-21 08:46:50+02
2900;8;2019-05-21 08:44:14+02
2996;8;2019-05-21 08:19:26+02
2730;8.5;2019-05-21 08:01:49+02
2859;10;2019-05-21 07:53:10+02
2872;7.5;2019-05-21 07:29:38+02
2996;7.5;2019-05-21 07:07:24+02
2757;8.5;2019-05-21 06:24:17+02
2757;7.5;2019-05-21 05:43:40+02
3015;7.5;2019-05-21 04:54:42+02
3015;No terminado;2019-05-21 04:49:52+02
2865;9;2019-05-21 01:54:21+02
2773;No terminado;2019-05-21 01:44:20+02
2773;No terminado;2019-05-21 01:39:11+02
2751;9.5;2019-05-21 01:14:32+02
2732;No terminado;2019-05-21 01:06:59+02
2751;1.5;2019-05-21 01:03:08+02
2861;7.5;2019-05-21 00:57:24+02
2773;No terminado;2019-05-21 00:40:57+02
2724;7.5;2019-05-21 00:40:26+02
2759;8;2019-05-21 00:33:18+02
2994;6;2019-05-21 00:26:15+02
2994;No terminado;2019-05-21 00:25:58+02
2994;No terminado;2019-05-21 00:24:39+02
2994;No terminado;2019-05-21 00:24:35+02
2994;No terminado;2019-05-21 00:16:03+02
2994;No terminado;2019-05-21 00:07:34+02
2862;7.5;2019-05-21 00:01:20+02
2995;No terminado;2019-05-21 00:00:36+02
2869;7;2019-05-20 23:43:21+02
2751;9.5;2019-05-20 23:32:16+02
2861;No terminado;2019-05-20 23:27:53+02
2900;9;2019-05-20 23:19:39+02
2721;7.5;2019-05-20 23:14:50+02
2870;No terminado;2019-05-20 23:12:36+02
2736;8;2019-05-20 23:10:40+02
2722;8;2019-05-20 23:09:27+02
3015;7.5;2019-05-20 23:04:18+02
2862;8;2019-05-20 23:03:44+02
2721;No terminado;2019-05-20 23:02:07+02
2856;No terminado;2019-05-20 23:02:02+02
2721;No terminado;2019-05-20 23:01:58+02
2856;No terminado;2019-05-20 23:00:18+02
2721;No terminado;2019-05-20 22:57:48+02
2730;No terminado;2019-05-20 22:53:17+02
2862;No terminado;2019-05-20 22:51:16+02
2856;No terminado;2019-05-20 22:50:55+02
2850;No terminado;2019-05-20 22:31:43+02
2722;No terminado;2019-05-20 22:28:25+02
2731;5.5;2019-05-20 22:25:05+02
2863;6;2019-05-20 22:24:12+02
2900;7.5;2019-05-20 22:23:38+02
2862;No terminado;2019-05-20 22:15:05+02
2850;No terminado;2019-05-20 22:09:30+02
2869;No terminado;2019-05-20 22:00:45+02
2862;No terminado;2019-05-20 21:42:07+02
3015;No terminado;2019-05-20 21:36:30+02
2853;10;2019-05-20 21:33:45+02
3009;7.5;2019-05-20 21:25:08+02
2859;10;2019-05-20 21:23:40+02
2736;No terminado;2019-05-20 20:52:20+02
2869;No terminado;2019-05-20 20:46:37+02
2869;No terminado;2019-05-20 20:42:44+02
2869;No terminado;2019-05-20 20:38:54+02
2991;2.5;2019-05-20 20:21:46+02
2991;No terminado;2019-05-20 20:21:41+02
2869;No terminado;2019-05-20 20:19:37+02
2867;7.5;2019-05-20 20:17:54+02
3008;8;2019-05-20 19:57:31+02
2741;7;2019-05-20 19:56:57+02
2869;No terminado;2019-05-20 19:46:37+02
2994;3.5;2019-05-20 19:43:30+02
2853;10;2019-05-20 19:38:40+02
2851;9;2019-05-20 19:33:08+02
2752;7.5;2019-05-20 19:32:52+02
2861;No terminado;2019-05-20 19:29:54+02
2757;8.5;2019-05-20 19:27:48+02
2870;9.5;2019-05-20 19:11:36+02
2850;8.5;2019-05-20 19:05:00+02
2850;No terminado;2019-05-20 19:04:55+02
2853;10;2019-05-20 18:57:40+02
2821;6;2019-05-20 18:57:02+02
2853;No terminado;2019-05-20 18:55:50+02
2851;10;2019-05-20 18:33:04+02
2736;No terminado;2019-05-20 18:22:29+02
2755;7.5;2019-05-20 18:13:15+02
2854;7;2019-05-20 18:10:28+02
2723;9;2019-05-20 18:00:43+02
2860;7.5;2019-05-20 18:00:16+02
2723;No terminado;2019-05-20 17:53:43+02
2870;9.5;2019-05-20 17:42:25+02
2857;7.5;2019-05-20 17:38:51+02
2759;8.5;2019-05-20 17:35:05+02
2872;7.5;2019-05-20 17:34:00+02
2995;9;2019-05-20 17:31:30+02
2730;7.5;2019-05-20 17:19:51+02
2996;0.5;2019-05-20 17:19:50+02
3009;9;2019-05-20 17:16:59+02
2861;7.5;2019-05-20 17:04:22+02
2853;9.5;2019-05-20 16:52:29+02
2991;No terminado;2019-05-20 16:44:22+02
2854;6.5;2019-05-20 16:39:07+02
2872;5.5;2019-05-20 16:36:29+02
2870;9;2019-05-20 16:20:01+02
2709;10;2019-05-20 16:15:34+02
2753;7.5;2019-05-20 16:10:31+02
2753;No terminado;2019-05-20 16:10:26+02
2729;8.5;2019-05-20 16:10:01+02
2753;No terminado;2019-05-20 16:07:56+02
2853;10;2019-05-20 15:56:55+02
2722;7.5;2019-05-20 15:53:00+02
2861;No terminado;2019-05-20 15:39:11+02
3008;No terminado;2019-05-20 15:31:45+02
2738;7.5;2019-05-20 15:31:24+02
3008;No terminado;2019-05-20 15:28:05+02
2872;No terminado;2019-05-20 15:12:41+02
2872;No terminado;2019-05-20 15:07:47+02
2860;7.5;2019-05-20 14:52:34+02
2870;9;2019-05-20 14:50:00+02
2723;9;2019-05-20 14:44:41+02
3015;No terminado;2019-05-20 14:27:09+02
2744;7.5;2019-05-20 14:26:08+02
3015;No terminado;2019-05-20 14:25:45+02
2751;8;2019-05-20 12:43:18+02
2736;No terminado;2019-05-20 12:40:36+02
2860;7.5;2019-05-20 11:47:46+02
3015;No terminado;2019-05-20 11:38:50+02
2996;8.5;2019-05-20 11:35:51+02
2996;No terminado;2019-05-20 11:33:30+02
2709;9;2019-05-20 11:28:41+02
2743;8;2019-05-20 11:28:32+02
3015;No terminado;2019-05-20 11:25:36+02
2854;6.5;2019-05-20 11:16:52+02
2709;No terminado;2019-05-20 11:14:30+02
2850;6;2019-05-20 11:12:28+02
2870;9;2019-05-20 11:07:13+02
2853;9;2019-05-20 11:06:21+02
2709;No terminado;2019-05-20 10:58:57+02
2850;No terminado;2019-05-20 10:57:47+02
2850;No terminado;2019-05-20 10:55:58+02
2901;7.5;2019-05-20 10:32:16+02
2854;No terminado;2019-05-20 10:29:28+02
2745;7;2019-05-20 10:08:37+02
2861;4.5;2019-05-20 09:54:54+02
2743;7.5;2019-05-20 09:52:19+02
2872;5;2019-05-20 09:51:02+02
2859;10;2019-05-20 09:48:48+02
3008;7.5;2019-05-20 09:38:35+02
3015;No terminado;2019-05-20 09:31:34+02
2900;7.5;2019-05-20 09:27:37+02
3015;No terminado;2019-05-20 09:04:28+02
2757;7.5;2019-05-20 08:54:28+02
2735;7;2019-05-20 08:45:39+02
3015;6;2019-05-20 05:54:07+02
3015;No terminado;2019-05-20 05:41:08+02
2724;7;2019-05-20 01:28:47+02
2759;5;2019-05-19 23:58:22+02
2863;6.5;2019-05-19 23:19:06+02
2862;7.5;2019-05-19 23:17:48+02
2744;7.5;2019-05-19 23:09:35+02
2729;8.5;2019-05-19 23:09:20+02
2722;8;2019-05-19 22:46:39+02
2862;8.5;2019-05-19 22:41:38+02
2729;9;2019-05-19 22:16:07+02
2751;8;2019-05-19 22:02:17+02
2729;8.5;2019-05-19 21:27:22+02
3015;No terminado;2019-05-19 21:23:05+02
2751;7.5;2019-05-19 21:12:12+02
2729;No terminado;2019-05-19 21:09:34+02
2859;10;2019-05-19 20:59:47+02
2743;8.5;2019-05-19 19:37:38+02
2743;No terminado;2019-05-19 19:32:17+02
2853;No terminado;2019-05-19 19:21:32+02
2862;7.5;2019-05-19 19:17:58+02
2994;0;2019-05-19 19:17:08+02
2723;8;2019-05-19 19:14:52+02
2738;6.5;2019-05-19 18:52:40+02
2860;7.5;2019-05-19 18:48:44+02
2991;No terminado;2019-05-19 18:46:23+02
2854;5;2019-05-19 18:41:32+02
2854;No terminado;2019-05-19 18:39:08+02
2862;8.5;2019-05-19 18:38:55+02
2900;7.5;2019-05-19 18:06:45+02
2821;7;2019-05-19 17:54:02+02
2862;8;2019-05-19 17:51:56+02
2732;1.5;2019-05-19 17:47:05+02
2852;7.5;2019-05-19 17:43:20+02
2862;8.5;2019-05-19 17:14:44+02
3015;No terminado;2019-05-19 17:13:46+02
2900;7.5;2019-05-19 16:49:06+02
2902;5;2019-05-19 16:42:59+02
2721;7.5;2019-05-19 15:07:56+02
3008;7;2019-05-19 15:07:11+02
2721;No terminado;2019-05-19 15:03:56+02
2755;6.5;2019-05-19 15:03:39+02
2856;8.5;2019-05-19 14:27:02+02
3015;5;2019-05-19 14:22:09+02
3015;No terminado;2019-05-19 14:06:46+02
3015;No terminado;2019-05-19 14:02:29+02
2857;No terminado;2019-05-19 13:57:53+02
2722;7.5;2019-05-19 13:57:05+02
3015;No terminado;2019-05-19 13:38:38+02
2860;8;2019-05-19 13:28:23+02
2727;7;2019-05-19 13:23:25+02
2727;No terminado;2019-05-19 13:23:23+02
2727;No terminado;2019-05-19 13:23:21+02
2727;No terminado;2019-05-19 13:23:19+02
2727;No terminado;2019-05-19 13:23:16+02
2995;9;2019-05-19 13:06:51+02
2852;3;2019-05-19 13:04:23+02
2852;No terminado;2019-05-19 13:04:21+02
2902;4.5;2019-05-19 13:02:03+02
2721;7;2019-05-19 13:01:47+02
2852;0;2019-05-19 12:58:38+02
2743;7.5;2019-05-19 12:54:41+02
2860;7.5;2019-05-19 12:40:54+02
2859;10;2019-05-19 12:37:16+02
2859;No terminado;2019-05-19 12:32:04+02
2862;7.5;2019-05-19 12:13:29+02
2854;6;2019-05-19 11:39:03+02
2752;7.5;2019-05-19 11:33:37+02
2821;5.5;2019-05-19 11:14:35+02
2745;6.5;2019-05-19 10:04:06+02
2743;No terminado;2019-05-19 09:22:37+02
2743;No terminado;2019-05-19 09:10:07+02
2730;6.5;2019-05-19 08:57:24+02
2730;7;2019-05-19 08:28:25+02
2721;7.5;2019-05-19 03:46:13+02
2751;7.5;2019-05-18 23:12:33+02
2751;7.5;2019-05-18 22:30:18+02
2853;8.5;2019-05-18 22:05:08+02
2751;7.5;2019-05-18 21:30:39+02
2730;5.5;2019-05-18 20:14:34+02
2743;No terminado;2019-05-18 20:09:52+02
2870;9.5;2019-05-18 19:47:07+02
2870;No terminado;2019-05-18 19:46:32+02
2868;10;2019-05-18 19:23:06+02
2859;9.5;2019-05-18 19:12:15+02
2862;7.5;2019-05-18 18:58:40+02
2860;7.5;2019-05-18 18:52:50+02
2863;7.5;2019-05-18 18:52:13+02
3015;No terminado;2019-05-18 18:41:47+02
2851;No terminado;2019-05-18 18:36:01+02
2900;7.5;2019-05-18 18:15:26+02
2730;6;2019-05-18 17:46:33+02
2868;9;2019-05-18 17:46:05+02
2730;No terminado;2019-05-18 17:44:12+02
2900;6.5;2019-05-18 17:32:18+02
2995;8;2019-05-18 17:08:36+02
2851;7.5;2019-05-18 17:04:45+02
2851;No terminado;2019-05-18 16:56:40+02
2745;4;2019-05-18 16:51:06+02
2854;No terminado;2019-05-18 16:47:05+02
2722;7.5;2019-05-18 15:22:15+02
2744;7.5;2019-05-18 14:43:31+02
2860;7.5;2019-05-18 14:24:56+02
2859;9;2019-05-18 13:46:47+02
2995;No terminado;2019-05-18 13:46:44+02
2857;7;2019-05-18 13:46:04+02
2863;No terminado;2019-05-18 13:02:11+02
2738;No terminado;2019-05-18 12:47:01+02
2860;7.5;2019-05-18 12:18:11+02
2752;5.5;2019-05-18 11:57:45+02
2752;No terminado;2019-05-18 11:57:41+02
2729;8;2019-05-18 11:25:19+02
2872;No terminado;2019-05-18 10:57:25+02
2744;7;2019-05-18 10:40:05+02
3015;No terminado;2019-05-18 09:48:46+02
2757;7.5;2019-05-18 01:22:17+02
2866;10;2019-05-17 19:29:11+02
2866;No terminado;2019-05-17 19:29:07+02
2854;No terminado;2019-05-17 19:13:49+02
2854;No terminado;2019-05-17 19:13:45+02
2861;No terminado;2019-05-17 19:03:47+02
2900;7.5;2019-05-17 18:57:43+02
2743;No terminado;2019-05-17 18:44:48+02
2854;No terminado;2019-05-17 18:24:50+02
2854;No terminado;2019-05-17 18:19:04+02
2854;No terminado;2019-05-17 18:18:59+02
2991;No terminado;2019-05-17 17:48:36+02
2861;No terminado;2019-05-17 17:21:25+02
2994;0;2019-05-17 16:58:04+02
2994;No terminado;2019-05-17 16:52:26+02
2744;7;2019-05-17 15:25:22+02
2861;1.5;2019-05-17 12:56:15+02
2991;No terminado;2019-05-17 11:41:04+02
2862;7.5;2019-05-17 11:08:24+02
2862;No terminado;2019-05-17 11:00:46+02
2862;7;2019-05-17 09:52:53+02
2853;No terminado;2019-05-17 09:40:30+02
2751;7;2019-05-17 00:33:37+02
2758;No terminado;2019-05-16 23:47:09+02
2757;7.5;2019-05-16 23:15:03+02
2868;6;2019-05-16 21:42:38+02
2854;No terminado;2019-05-16 21:07:59+02
2861;1;2019-05-16 20:50:25+02
2859;10;2019-05-16 20:36:50+02
2859;No terminado;2019-05-16 20:35:51+02
2744;6;2019-05-16 20:34:52+02
2859;No terminado;2019-05-16 20:33:54+02
2866;8;2019-05-16 19:54:16+02
2854;No terminado;2019-05-16 19:43:14+02
2868;No terminado;2019-05-16 19:31:55+02
2743;3.5;2019-05-16 19:24:05+02
2719;No terminado;2019-05-16 19:07:50+02
2854;No terminado;2019-05-16 18:53:24+02
2854;No terminado;2019-05-16 18:30:13+02
2854;No terminado;2019-05-16 18:11:10+02
2854;No terminado;2019-05-16 16:58:08+02
2729;8.5;2019-05-16 16:58:05+02
2901;6;2019-05-16 16:22:15+02
3008;No terminado;2019-05-16 16:05:00+02
2729;7;2019-05-16 13:32:32+02
2995;No terminado;2019-05-16 13:24:43+02
2861;No terminado;2019-05-16 13:19:22+02
2995;No terminado;2019-05-16 12:56:06+02
2854;No terminado;2019-05-16 12:40:30+02
2854;No terminado;2019-05-16 12:40:25+02
2854;No terminado;2019-05-16 12:38:47+02
2738;No terminado;2019-05-16 12:24:38+02
2736;No terminado;2019-05-16 11:29:30+02
2736;No terminado;2019-05-16 11:29:25+02
2994;No terminado;2019-05-16 11:16:29+02
2868;No terminado;2019-05-16 11:09:47+02
2995;8.5;2019-05-16 11:02:56+02
2724;No terminado;2019-05-16 10:56:24+02
2752;6;2019-05-16 10:51:00+02
2868;5.5;2019-05-16 10:18:28+02
2731;3;2019-05-16 01:07:29+02
2731;No terminado;2019-05-16 01:06:51+02
2853;No terminado;2019-05-15 21:53:06+02
2743;No terminado;2019-05-15 19:39:55+02
2900;7.5;2019-05-15 19:17:42+02
2863;2.5;2019-05-15 19:06:05+02
2854;No terminado;2019-05-15 18:42:45+02
2854;No terminado;2019-05-15 18:39:21+02
2854;No terminado;2019-05-15 18:39:17+02
2854;No terminado;2019-05-15 18:36:22+02
2854;No terminado;2019-05-15 18:36:18+02
2991;3;2019-05-15 18:31:12+02
2722;No terminado;2019-05-15 18:24:25+02
2854;No terminado;2019-05-15 18:00:48+02
2732;No terminado;2019-05-15 17:48:07+02
2730;6;2019-05-15 17:17:24+02
2867;7.5;2019-05-15 17:12:04+02
2867;No terminado;2019-05-15 17:11:28+02
2867;No terminado;2019-05-15 17:11:26+02
2867;No terminado;2019-05-15 17:11:24+02
2736;No terminado;2019-05-15 17:08:50+02
2900;6.5;2019-05-15 16:46:06+02
2861;No terminado;2019-05-15 16:45:39+02
2868;5;2019-05-15 16:13:59+02
2856;4.5;2019-05-15 16:06:54+02
2722;7;2019-05-15 15:32:19+02
2732;No terminado;2019-05-15 13:57:53+02
2861;0.5;2019-05-15 13:55:50+02
2744;5.5;2019-05-15 13:53:11+02
2861;No terminado;2019-05-15 13:38:25+02
2734;8;2019-05-15 13:32:53+02
2853;9;2019-05-15 13:26:17+02
3008;No terminado;2019-05-15 13:19:52+02
2722;5;2019-05-15 12:46:15+02
3009;9.5;2019-05-15 12:17:39+02
3009;0;2019-05-15 12:14:15+02
2853;9.5;2019-05-15 12:09:43+02
2862;7;2019-05-15 10:57:13+02
2730;6.5;2019-05-15 10:50:11+02
3009;8.5;2019-05-15 10:44:41+02
3008;5.5;2019-05-15 10:33:03+02
2757;7.5;2019-05-15 02:55:48+02
2757;6;2019-05-15 02:20:24+02
2757;No terminado;2019-05-15 02:17:58+02
2757;6.5;2019-05-15 00:00:57+02
2853;9;2019-05-14 21:58:58+02
2743;No terminado;2019-05-14 19:46:01+02
2868;No terminado;2019-05-14 18:36:41+02
2730;6.5;2019-05-14 18:12:04+02
2722;No terminado;2019-05-14 17:43:51+02
2744;5;2019-05-14 17:36:17+02
