cluster;intentos_tot;intentos_incom;nota_media;nota_media_;n_diez
0;36.58620689655172;20.96551724137931;7.45655172413793;7.503103448275861;2.3793103448275863
1;12.32716049382716;5.111111111111111;6.140061728395059;6.199938271604937;0.12345679012345678
2;7.048780487804878;4.073170731707317;2.268048780487805;2.3609756097560974;0.0
